permit_number;permit_type;filed_date;issued_date;completed_date;current_status;neighborhood;estimated_cost;days_to_issue;days_to_complete;year
201501276721;otc alterations permit;2015-01-27;2015-01-27;2015-11-02;complete;Pacific Heights;30000.0;0.0;279.0;2015
201501276723;otc alterations permit;2015-01-27;2015-01-27;2015-02-27;complete;Outer Richmond;10000.0;0.0;31.0;2015
201501276725;otc alterations permit;2015-01-27;2015-01-27;2015-01-28;complete;Bernal Heights;1.0;0.0;1.0;2015
201501276724;otc alterations permit;2015-01-27;2015-01-29;NULL;issued;Nob Hill;50000.0;2.0;NULL;2015
201501276726;otc alterations permit;2015-01-27;2015-01-27;2015-04-06;complete;Visitacion Valley;14000.0;0.0;69.0;2015
201501276728;otc alterations permit;2015-01-27;2015-01-27;2015-07-30;complete;South of Market;8000.0;0.0;184.0;2015
201501276727;otc alterations permit;2015-01-27;2015-01-27;2015-07-08;complete;Financial District/South Beach;3000.0;0.0;162.0;2015
201501276729;otc alterations permit;2015-01-27;2015-02-18;2015-11-17;complete;Financial District/South Beach;65000.0;22.0;294.0;2015
201501276730;otc alterations permit;2015-01-27;2015-01-30;2015-06-23;complete;Financial District/South Beach;60500.0;3.0;147.0;2015
201501276731;otc alterations permit;2015-01-27;2015-01-29;2016-04-28;complete;Russian Hill;60000.0;2.0;457.0;2015
201501276732;otc alterations permit;2015-01-27;2015-01-27;2015-03-25;complete;Nob Hill;7000.0;0.0;57.0;2015
201501276735;otc alterations permit;2015-01-27;2015-01-27;2015-07-15;complete;Bernal Heights;5000.0;0.0;169.0;2015
201501276736;otc alterations permit;2015-01-27;2015-01-27;2015-04-07;complete;Glen Park;25000.0;0.0;70.0;2015
201501276737;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Marina;10500.0;0.0;NULL;2015
201501276738;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Presidio Heights;10000.0;0.0;NULL;2015
201501276740;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Marina;90000.0;0.0;NULL;2015
201501276739;otc alterations permit;2015-01-27;2015-01-27;2015-05-04;complete;Mission;23000.0;0.0;97.0;2015
M553987;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2015
201501276741;otc alterations permit;2015-01-27;2015-02-23;2015-07-23;complete;Mission Bay;627900.0;27.0;177.0;2015
M554007;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Oceanview/Merced/Ingleside;NULL;0.0;NULL;2015
201501276742;otc alterations permit;2015-01-27;2015-01-27;2015-10-30;complete;Marina;53000.0;0.0;276.0;2015
M554027;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2015
M554047;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2015
M554067;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Tenderloin;NULL;0.0;NULL;2015
201501276743;otc alterations permit;2015-01-27;2015-01-27;2015-04-06;complete;Outer Richmond;7800.0;0.0;69.0;2015
201501276744;otc alterations permit;2015-01-27;2015-02-05;NULL;issued;Bayview Hunters Point;61883.0;9.0;NULL;2015
201501276745;otc alterations permit;2015-01-27;2015-02-03;2016-05-27;complete;Financial District/South Beach;678000.0;7.0;486.0;2015
201501276746;otc alterations permit;2015-01-27;2015-01-27;2015-12-17;complete;Potrero Hill;14500.0;0.0;324.0;2015
201501276747;otc alterations permit;2015-01-27;2015-01-29;2015-07-22;complete;Russian Hill;100000.0;2.0;176.0;2015
201501276749;otc alterations permit;2015-01-27;2015-01-27;2015-02-04;complete;Bernal Heights;5500.0;0.0;8.0;2015
201501276748;otc alterations permit;2015-01-27;2015-01-27;2015-08-07;complete;Financial District/South Beach;501640.0;0.0;192.0;2015
201501276750;otc alterations permit;2015-01-27;2015-05-04;NULL;issued;South of Market;1.0;97.0;NULL;2015
M554087;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Russian Hill;NULL;0.0;NULL;2015
M554107;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Presidio Heights;NULL;0.0;NULL;2015
201501276751;otc alterations permit;2015-01-27;2015-02-09;2015-04-30;complete;South of Market;43500.0;13.0;93.0;2015
201501276752;otc alterations permit;2015-01-27;2015-01-27;2015-05-12;complete;South of Market;8000.0;0.0;105.0;2015
M554127;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Inner Richmond;NULL;0.0;NULL;2015
M554147;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Inner Richmond;NULL;0.0;NULL;2015
201501276753;otc alterations permit;2015-01-27;2015-01-27;2015-02-02;complete;Mission;2500.0;0.0;6.0;2015
201501276754;otc alterations permit;2015-01-27;2015-02-04;NULL;issued;Unknown;350000.0;8.0;NULL;2015
201501276755;otc alterations permit;2015-01-27;2015-09-04;2016-06-14;complete;Pacific Heights;40000.0;220.0;504.0;2015
201501276756;otc alterations permit;2015-01-27;2015-01-27;2015-03-04;complete;Mission;5000.0;0.0;36.0;2015
201501276758;otc alterations permit;2015-01-27;2015-01-27;2016-01-26;complete;Financial District/South Beach;1.0;0.0;364.0;2015
M554167;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Russian Hill;NULL;0.0;NULL;2015
201501276763;otc alterations permit;2015-01-27;2015-02-02;2015-05-15;complete;Outer Mission;35000.0;6.0;108.0;2015
201501276762;otc alterations permit;2015-01-27;2015-01-28;2015-10-06;complete;Glen Park;12000.0;1.0;252.0;2015
201501276764;otc alterations permit;2015-01-27;2015-02-06;NULL;issued;Castro/Upper Market;8500.0;10.0;NULL;2015
201501276765;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Visitacion Valley;15877.0;0.0;NULL;2015
201501276766;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Inner Sunset;4000.0;0.0;NULL;2015
201501276767;otc alterations permit;2015-01-27;2015-02-12;2015-10-21;complete;Castro/Upper Market;25000.0;16.0;267.0;2015
201501276769;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Pacific Heights;1.0;0.0;NULL;2015
M554187;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;South of Market;NULL;0.0;NULL;2015
201501276768;otc alterations permit;2015-01-27;2015-01-27;2016-05-17;complete;Inner Richmond;15000.0;0.0;476.0;2015
201501276770;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Outer Richmond;2000.0;0.0;NULL;2015
201501276771;otc alterations permit;2015-01-27;2015-01-27;2016-12-06;complete;Tenderloin;70350.0;0.0;679.0;2015
M554207;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Tenderloin;NULL;0.0;NULL;2015
M554227;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Sunset/Parkside;NULL;0.0;NULL;2015
201408063186;additions alterations or repairs;2014-08-06;2015-01-27;2016-04-08;complete;Sunset/Parkside;37060.0;174.0;611.0;2014
M554247;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Hayes Valley;NULL;0.0;NULL;2015
201501276772;otc alterations permit;2015-01-27;2015-01-28;2015-11-24;complete;Pacific Heights;2000.0;1.0;301.0;2015
201501276773;otc alterations permit;2015-01-27;2015-01-27;2015-04-28;complete;Outer Mission;10000.0;0.0;91.0;2015
201501276774;otc alterations permit;2015-01-27;2015-02-06;NULL;issued;Pacific Heights;5000.0;10.0;NULL;2015
201501276775;otc alterations permit;2015-01-27;2015-02-02;2015-05-12;complete;Financial District/South Beach;11495.0;6.0;105.0;2015
201501276777;otc alterations permit;2015-01-27;2015-02-02;2015-03-31;complete;Financial District/South Beach;191781.0;6.0;63.0;2015
201501276776;otc alterations permit;2015-01-27;2015-02-02;2015-05-08;complete;Financial District/South Beach;45794.0;6.0;101.0;2015
201501276778;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Sunset/Parkside;9537.25;0.0;NULL;2015
201501276779;sign - erect;2015-01-27;2015-03-03;2015-11-19;complete;Financial District/South Beach;1500.0;35.0;296.0;2015
201501276780;otc alterations permit;2015-01-27;2015-02-02;2015-02-20;complete;Financial District/South Beach;4999.0;6.0;24.0;2015
201501276781;sign - erect;2015-01-27;2015-03-03;2015-11-19;complete;Financial District/South Beach;1000.0;35.0;296.0;2015
M554267;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Noe Valley;NULL;0.0;NULL;2015
M554287;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Outer Richmond;NULL;0.0;NULL;2015
201501276784;otc alterations permit;2015-01-27;2015-01-29;2015-10-27;complete;Castro/Upper Market;15000.0;2.0;273.0;2015
201501276782;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Nob Hill;15000.0;0.0;NULL;2015
201501276783;otc alterations permit;2015-01-27;2015-01-27;2015-03-13;complete;Castro/Upper Market;18850.0;0.0;45.0;2015
201501276785;otc alterations permit;2015-01-27;2015-01-27;2015-07-13;complete;Chinatown;5000.0;0.0;167.0;2015
201501276786;otc alterations permit;2015-01-27;2015-01-27;2015-03-27;complete;Lone Mountain/USF;13000.0;0.0;59.0;2015
201501276789;otc alterations permit;2015-01-27;2015-01-27;2015-02-10;complete;Outer Richmond;3300.0;0.0;14.0;2015
201501276790;otc alterations permit;2015-01-27;2015-01-27;2015-01-30;complete;Castro/Upper Market;2000.0;0.0;3.0;2015
201501276791;otc alterations permit;2015-01-27;2015-02-10;2015-03-13;complete;Sunset/Parkside;54622.0;14.0;45.0;2015
201501276792;otc alterations permit;2015-01-27;2015-10-30;2015-12-17;complete;Marina;38000.0;276.0;324.0;2015
201501276793;otc alterations permit;2015-01-27;2015-01-27;2015-02-23;complete;Sunset/Parkside;1000.0;0.0;27.0;2015
M554327;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Hayes Valley;NULL;0.0;NULL;2015
201501276794;otc alterations permit;2015-01-27;2015-01-27;2015-02-04;complete;Outer Richmond;3400.0;0.0;8.0;2015
201501276795;otc alterations permit;2015-01-27;2015-01-27;2015-01-30;complete;Financial District/South Beach;9500.0;0.0;3.0;2015
201501276797;otc alterations permit;2015-01-27;2015-01-27;2015-02-04;complete;Financial District/South Beach;5000.0;0.0;8.0;2015
201501276798;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Sunset/Parkside;4500.0;0.0;NULL;2015
201501276800;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Mission;30000.0;0.0;NULL;2015
201501276799;otc alterations permit;2015-01-27;2015-01-27;2015-02-13;complete;Chinatown;4000.0;0.0;17.0;2015
201501276796;additions alterations or repairs;2015-01-27;2015-02-09;NULL;issued;Mission;50000.0;13.0;NULL;2015
201501276801;otc alterations permit;2015-01-27;2015-01-27;2015-02-27;complete;Inner Richmond;8000.0;0.0;31.0;2015
M554347;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Nob Hill;NULL;0.0;NULL;2015
M554367;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2015
201501276802;otc alterations permit;2015-01-27;2015-02-06;2015-04-16;complete;Pacific Heights;20000.0;10.0;79.0;2015
201501276804;otc alterations permit;2015-01-27;2015-02-03;2016-01-06;complete;West of Twin Peaks;130000.0;7.0;344.0;2015
201501276803;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Castro/Upper Market;50000.0;0.0;NULL;2015
201501276805;otc alterations permit;2015-01-27;2015-01-28;2015-04-23;complete;Bernal Heights;25000.0;1.0;86.0;2015
201501276806;otc alterations permit;2015-01-27;2015-01-27;2015-04-03;complete;Lone Mountain/USF;15000.0;0.0;66.0;2015
201501276807;otc alterations permit;2015-01-27;2015-02-06;2015-03-23;complete;Chinatown;1800.0;10.0;55.0;2015
201501276809;otc alterations permit;2015-01-27;2015-02-09;2016-01-04;complete;Financial District/South Beach;65000.0;13.0;342.0;2015
201501276808;otc alterations permit;2015-01-27;2015-02-04;2015-07-20;complete;Mission;2500.0;8.0;174.0;2015
201501276810;otc alterations permit;2015-01-27;2015-01-27;2015-02-10;complete;Inner Sunset;4500.0;0.0;14.0;2015
201501276811;otc alterations permit;2015-01-27;2015-02-11;2015-04-01;complete;Mission Bay;7500.0;15.0;64.0;2015
201501276812;otc alterations permit;2015-01-27;2015-01-30;2015-07-06;complete;Financial District/South Beach;105000.0;3.0;160.0;2015
201501276813;otc alterations permit;2015-01-27;2015-01-27;2015-11-04;complete;Bayview Hunters Point;33000.0;0.0;281.0;2015
201501276814;otc alterations permit;2015-01-27;2015-02-17;NULL;issued;Tenderloin;1.0;21.0;NULL;2015
201501276815;otc alterations permit;2015-01-27;2015-01-28;2015-07-20;complete;Financial District/South Beach;45000.0;1.0;174.0;2015
201501276817;otc alterations permit;2015-01-27;2015-01-27;2015-03-19;complete;Glen Park;1.0;0.0;51.0;2015
201501276816;otc alterations permit;2015-01-27;2015-01-28;2015-07-02;complete;Financial District/South Beach;23000.0;1.0;156.0;2015
201501276818;otc alterations permit;2015-01-27;2015-01-27;2015-03-19;complete;Glen Park;1.0;0.0;51.0;2015
201501276824;otc alterations permit;2015-01-27;2015-01-27;2015-03-17;complete;Financial District/South Beach;40000.0;0.0;49.0;2015
201501276819;otc alterations permit;2015-01-27;2015-01-27;2015-03-19;complete;Glen Park;1.0;0.0;51.0;2015
201501276821;otc alterations permit;2015-01-27;2015-01-27;2015-03-20;complete;Glen Park;1.0;0.0;52.0;2015
201501276826;otc alterations permit;2015-01-27;2015-02-20;2016-06-30;complete;Haight Ashbury;140000.0;24.0;520.0;2015
M554387;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2015
201501276825;otc alterations permit;2015-01-27;2015-01-28;2015-01-30;complete;Financial District/South Beach;5000.0;1.0;3.0;2015
201501276822;otc alterations permit;2015-01-27;2015-01-27;2015-03-19;complete;Glen Park;1.0;0.0;51.0;2015
201501276828;otc alterations permit;2015-01-27;2015-01-30;NULL;issued;Outer Richmond;20000.0;3.0;NULL;2015
201501276820;otc alterations permit;2015-01-27;2015-01-27;2015-03-19;complete;Glen Park;1.0;0.0;51.0;2015
201501276829;otc alterations permit;2015-01-27;2015-01-29;2015-02-18;complete;Nob Hill;7000.0;2.0;22.0;2015
201501276823;otc alterations permit;2015-01-27;2015-01-27;2015-03-19;complete;Glen Park;1.0;0.0;51.0;2015
201501276830;additions alterations or repairs;2015-01-27;2015-10-23;NULL;issued;West of Twin Peaks;1.0;269.0;NULL;2015
201501276831;otc alterations permit;2015-01-27;2015-02-18;NULL;issued;Noe Valley;20000.0;22.0;NULL;2015
201501276832;otc alterations permit;2015-01-27;2015-01-30;2015-06-08;complete;Hayes Valley;40000.0;3.0;132.0;2015
201501276833;otc alterations permit;2015-01-27;2015-01-29;2015-09-22;complete;Bayview Hunters Point;500.0;2.0;238.0;2015
201501276834;otc alterations permit;2015-01-27;2015-02-13;2015-07-29;complete;Bernal Heights;40000.0;17.0;183.0;2015
M554407;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;North Beach;NULL;0.0;NULL;2015
201501276835;otc alterations permit;2015-01-27;2015-01-30;2015-04-08;complete;Noe Valley;15000.0;3.0;71.0;2015
201501276836;otc alterations permit;2015-01-27;2015-01-29;2015-10-28;complete;Mission;8000.0;2.0;274.0;2015
M554428;otc alterations permit;2015-01-27;2015-01-27;NULL;issued;Mission;NULL;0.0;NULL;2015
201501276837;otc alterations permit;2015-01-27;2015-01-30;2017-01-25;complete;Inner Richmond;10000.0;3.0;729.0;2015
201501286840;otc alterations permit;2015-01-28;2015-01-28;2016-10-13;complete;Financial District/South Beach;1500.0;0.0;624.0;2015
M554447;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Mission;NULL;0.0;NULL;2015
201501286841;otc alterations permit;2015-01-28;2015-01-28;2015-04-01;complete;Haight Ashbury;1.0;0.0;63.0;2015
M554467;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;North Beach;NULL;0.0;NULL;2015
201501286842;otc alterations permit;2015-01-28;2015-01-28;2015-03-18;complete;Bernal Heights;1.0;0.0;49.0;2015
M554487;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Bernal Heights;NULL;0.0;NULL;2015
201501286843;otc alterations permit;2015-01-28;2015-01-28;2015-03-18;complete;Bernal Heights;1.0;0.0;49.0;2015
201501286845;otc alterations permit;2015-01-28;2015-01-28;2015-05-20;complete;Excelsior;15000.0;0.0;112.0;2015
201501286846;otc alterations permit;2015-01-28;2015-01-28;2015-07-07;complete;Mission Bay;375000.0;0.0;160.0;2015
M554507;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Potrero Hill;NULL;0.0;NULL;2015
M554527;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Presidio;NULL;0.0;NULL;2015
201501286848;otc alterations permit;2015-01-28;2015-02-18;2015-10-05;complete;Western Addition;6000.0;21.0;250.0;2015
201501286849;otc alterations permit;2015-01-28;NULL;NULL;filed;West of Twin Peaks;20000.0;NULL;NULL;2015
201501286850;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Bernal Heights;5000.0;0.0;NULL;2015
201501286847;otc alterations permit;2015-01-28;2015-01-28;2016-01-08;complete;Bernal Heights;500.0;0.0;345.0;2015
201501286851;otc alterations permit;2015-01-28;2015-02-06;2015-06-15;complete;Chinatown;6800.0;9.0;138.0;2015
201501286852;otc alterations permit;2015-01-28;2015-02-05;2016-01-28;complete;Financial District/South Beach;500000.0;8.0;365.0;2015
M554547;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2015
201501286855;otc alterations permit;2015-01-28;2015-03-18;NULL;issued;Financial District/South Beach;750000.0;49.0;NULL;2015
201501286853;otc alterations permit;2015-01-28;2015-01-28;2017-02-13;complete;West of Twin Peaks;5200.0;0.0;747.0;2015
201501286858;otc alterations permit;2015-01-28;2015-01-28;2015-02-04;complete;Glen Park;5031.25;0.0;7.0;2015
201501286857;otc alterations permit;2015-01-28;2015-02-13;2015-07-09;complete;Mission;14500.0;16.0;162.0;2015
201501286856;otc alterations permit;2015-01-28;2015-01-28;2015-02-09;complete;Financial District/South Beach;1.0;0.0;12.0;2015
201501286854;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Sunset/Parkside;12000.0;0.0;NULL;2015
201501286860;otc alterations permit;2015-01-28;2015-02-19;2015-12-04;complete;Bernal Heights;20000.0;22.0;310.0;2015
201501286861;otc alterations permit;2015-01-28;2015-01-28;2015-02-12;complete;Financial District/South Beach;4120.0;0.0;15.0;2015
201501286862;otc alterations permit;2015-01-28;2015-02-05;2016-08-22;complete;South of Market;20000.0;8.0;572.0;2015
201501286863;otc alterations permit;2015-01-28;2015-01-28;2015-02-04;complete;Financial District/South Beach;3090.0;0.0;7.0;2015
201501286865;sign - erect;2015-01-28;2015-01-28;NULL;issued;Sunset/Parkside;1500.0;0.0;NULL;2015
201501286866;otc alterations permit;2015-01-28;2015-02-05;2016-04-19;complete;Financial District/South Beach;121000.0;8.0;447.0;2015
201501286867;otc alterations permit;2015-01-28;2015-01-28;2016-02-23;complete;Mission;1.0;0.0;391.0;2015
M554567;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Nob Hill;NULL;0.0;NULL;2015
M554568;otc alterations permit;2015-01-28;2015-01-28;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2015
201501286868;additions alterations or repairs;2015-01-28;NULL;NULL;withdrawn;Castro/Upper Market;425000.0;NULL;NULL;2015
201501286869;otc alterations permit;2015-01-28;2015-01-28;2015-02-04;complete;Sunset/Parkside;2300.0;0.0;7.0;2015
201501276759;otc alterations permit;2015-01-27;2015-01-28;2015-02-05;complete;Sunset/Parkside;11880.0;1.0;9.0;2015
